title,tags
"Why do LiHV batteries degrade faster than an equivalent LiPo?","<lipo-batteries><batteries>"
"When flying FPV in a group, what are the best video transmission channels/frequencies to use to avoid interference?","<first-person-view><interference>"
"What affects the total flight time for a drone?","<hardware><motor><batteries>"
"How fragile are the SMA connectors used in FPV equipment?","<hardware><antenna>"
"Can I configure Betaflight in the field without using a laptop?","<betaflight><flight-controller><quadcopters><pid-tuning>"
"What should I look for when choosing an FPV camera?","<hardware><recommendations><first-person-view><diy>"
"How hot is too hot when it comes to multirotor motors?","<motor><multirotor>"
"Series or parallel connection for drone batteries?","<lipo-batteries><batteries>"
"How to create a motor startup tone with a BLHeli ESC?","<esc><blheli>"
"How do you waterproof your electronics?","<hardware><winter><electronics><waterproofing><weather>"
"How to focus a newly-replaced lens on an FPV camera?","<first-person-view><fpv-cameras>"
"How to use an XM+ receiver without a flight controller?","<frsky><sbus><receiver>"
"What's the difference between F4 or F7 flight controllers?","<flight-controller>"
"What is a filtered power pad on flight controller?","<flight-controller>"
"What is the advantage of a stretched-X frame over a true-X or squished-X design for racing?","<hardware><racing><drone-frame>"
"Can I run two motors off of one ESC?","<brushless-motors><esc><fixed-wing>"
"Difference between a 3 and 6 axis gyro","<hardware><flight-controller><sensor><imu>"
"How to enter DFU mode on my flight controller?","<betaflight><flight-controller><firmware>"
"At what per-cell voltage should I land?","<lipo-batteries><batteries><battery-safety><current-sensor>"
"How does one hold the motor bell still when tightening prop nuts?","<motor><multirotor><brushless-motors><propellers><tools>"
"How do I tell when to replace the motors on my tinywhoop?","<tinywhoop><brushed-motors>"
"What props for a 2207 2750KV motor?","<brushless-motors><propellers>"
"How to straighten a motor shaft?","<brushless-motors><repairs>"
"What is RPM filtering in Betaflight?","<betaflight><multirotor><quadcopters>"
"Are real-time OSDs for HD FPV video systems available for drones?","<first-person-view><osd>"
"How to PID tune a 10"" drone?","<betaflight><troubleshooting><pid-tuning>"
"How to clean a drone?","<multirotor><quadcopters><maintenance>"
"What is the correct process for transferring to a new transmitter?","<opentx><taranis><software>"
"Learning how to fly a 3"" quad","<recommendations><under-250-grams>"
"Video breakup problems with high power using The Force VTX?","<troubleshooting><video-transmitters>"
"Effect of Deadcat frame on performance?","<performance><drone-frame>"
"Difference between analog and digital FPV systems?","<video-transmitters><fpv-cameras><video-signal>"
"Why is an MPU6000 more well suited for drones than an ICM IMU?","<hardware><comparison><imu>"
"How hot should an ESC get?","<esc><temperature-rating><safety>"
"How much air-intake space do I need in front of my DJI Spark's propellers?","<propellers><modification>"
"Difference between iFlight XING-E and XING motors?","<brushless-motors><iflight><xing>"
"What are the specs of the DJI Mavic 2 Pro motors?","<brushless-motors><dji-mavic-2>"
"When to replace bearings in a brushless motors?","<brushless-motors><maintenance><motor-bearings>"
"Why do brushless drone motors tend to be more expensive than brushed?","<brushless-motors><brushed-motors><comparison>"
"Drone “fine tuning”","<transmitter><fine-tuning><ready-to-fly><trim>"
"Isn’t flying FPV drones illegal accoding to FAA rules?","<regulations><first-person-view><faa>"
"Recommend safe distance from other drone flyers","<safety>"
"Does the performance of a brushless motor decrease over time?","<brushless-motors><comparison><performance>"
"What are the available solutions for creating complex user-defined UAV behavior in autopilots?","<flight-controller><software><firmware><autopilot><autonomous>"
"Crossfire/Unify - Change Settings in TX and in OSD","<crossfire><crossfire-nano><tbs-unify-pro32-nano>"
"What should I look for when buying FPV goggles?","<hardware><first-person-view><recommendations><racing><fpv-goggles>"
"What's the purpose of airmode and idle up?","<multirotor><flight-controller><quadcopters>"
"How are Hall effect gimbals different than standard gimbals?","<transmitter><comparison><transmitter-gimbal>"
"What propellers should I get for my drone?","<hardware><recommendations><propellers>"
"Why don't multiprotocol transmitters work with Radiolink receivers?","<t16><receiver><multiprotocol-module><compatibility>"
"Why do a quadcopter's opposite rotors spin in the same direction?","<quadcopters><design>"
"How does a propeller with more blades create more ""grip""","<hardware><multirotor><propellers><performance>"
"How to drive a servo for a tricopter with a flight controller?","<servo><tricopter>"
"How to update the firmware of a T16 Pro's internal multiprotocol module?","<t16><firmware><multiprotocol-module>"
"What happened to DSHOT1200 support in Betaflight?","<betaflight><esc><firmware><dshot>"
"Advantages to having more rotors?","<multirotor>"
"Can you cancel an automatic landing triggered by a low battery on the Dji Mavic 2 Pro?","<batteries><dji-mavic-2>"
"Can I use the trainer port on a DJI Phantom 2 controller for a buddy box connection?","<dji-phantom><buddy-box>"
"How do I set up the RSSI readout on an XM+ receiver channel?","<transmitter><frsky><receiver><rssi><frsky-xm>"
"Differences between fiberglass-reinforced plastic and polycarbonate propeller materials?","<propellers><material>"
"Difference between T700 carbon frames and 3k carbon frames?","<drone-frame><material>"
"Why is 5.8ghz used for FPV and 2.4ghz use for transmitters?","<transmitter><video-transmitters><radio-frequency>"
"How does a quadcopter flip without falling very much?","<quadcopters><aerobatics>"
"Difference between XM and XM+ receivers?","<frsky><receiver><comparison><frsky-xm>"
"What are the advantages or buying a small drone vs a larger drone?","<comparison>"
"What is a turtle mode?","<betaflight><multirotor><turtle-mode>"
"What is DSHOT in ESCs?","<flight-controller><esc><dshot><esc-protocol>"
"How to recognize damaged brushless outrunner motors?","<brushless-motors><troubleshooting>"
"Where do we download Betaflight Configurator and Blackbox Explorer?","<betaflight><software>"
"Calculating the range of an FPV drone","<antenna><first-person-view><video-transmitters><design><range>"
"What is antenna gain?","<antenna><performance>"
"Are there any brushed outrunner motors?","<brushless-motors><brushed-motors>"
"Android Black-Box Viewer (Betaflight)","<betaflight><recommendations><software><smartphone-app><tools>"
"Why do most multirotors use outrunner brushless motors?","<brushless-motors><multirotor>"
"What is the difference between a patch and helical antenna?","<antenna><comparison><performance>"
"Can I salvage a 4in1 ESC?","<hardware><esc><repairs>"
"What blocks an FPV video signal?","<first-person-view><signal-strength>"
"What is the performance difference between a brushless motor with a wider vs taller stator?","<brushless-motors><comparison><performance>"
"How do you build and use a smoke stopper?","<electronics><wiring><building>"
"What is the typical glide ratio of Kline-Fogleman airfoils?","<fixed-wing><aerodynamics><kline-fogleman>"
"How to determine the correct specification of servo for a control surface","<fixed-wing><design><servo><aerodynamics><control-surface>"
"what HD cameras should be used and for what purpose?","<recommendations><camera><video-recording>"
"Does the Meteor65 Acro support Spektrum RSSI?","<flight-controller><receiver><rssi><tinywhoop><dsmx>"
"What is a good alternative to carbon fibre for a quadcopter frame?","<drone-frame><material><fabrication><airframe>"
"Can circularly and linearly polarized antennae be used together for FPV?","<transmitter><antenna><first-person-view><receiver>"
"What happens if i select the wrong number of motor poles in BetaFlight?","<betaflight><brushless-motors><flight-controller><esc>"
"Can I use LiHV batteries as normal batteries?","<lipo-batteries><battery-safety><lihv-batteries>"
"What technology offers the longest range for RC controls?","<long-range-drone><range><aircraft><radio-frequency><distance-limit>"
"How to fix OSD flickering?","<first-person-view><troubleshooting><osd><video-signal>"
"How should one chose the correct motor KV for a build?","<hardware><brushless-motors><motor>"
"How do I calculate thrust for a quadrocopter?","<multirotor><aerodynamics><thrust>"
"Would the FAA's proposed Remote ID really ground older drones?","<regulations><faa>"
"How does one wire an OSD-enabled external DVR into Fat Shark goggles?","<first-person-view><fpv-goggles><modification><dvr><fat-shark>"
"How to fix OSD displaying weird symbols","<betaflight><osd>"
"How to program drones that have old flight controllers?","<flight-controller><compatibility><building><outdated-technology><fc-firmware>"
"What is a ""mushroom antenna""?","<first-person-view><antenna><video-transmitters>"
"How to charge LiPo batteries in series?","<lipo-batteries><battery-safety><charging>"
"What is the point of a dual-gyro setup for a FC?","<flight-controller><gyro>"
"How to visually inspect the magnitude of PID gains?","<betaflight><multirotor><flight-controller><pid><blackbox>"
"Quality of transmitted image and electrical problems","<first-person-view><video-transmitters><electronics><osd><video-signal>"
"Mamba F405 gps loiter mode","<betaflight><flight-controller>"
"Is voltage sag safe if the voltage isn't too low?","<lipo-batteries><batteries><battery-safety>"
"Are there any extremely small brushless drone motors?","<brushless-motors><under-250-grams>"
"On a multirotor, how effective is braiding of power wires from the ESC to the BLDC Motor(s) in reducing or eliminate emf?","<brushless-motors><interference>"
"What impact does a shroud have on the torque produced by the prop(s) of a multirotor that incorporates a properly designed shouded propeller?","<quadcopters><design><thrust>"
"Does active braking help protect propellers from damage?","<esc><propellers><blheli>"
"Why are larger propellers generally more efficient than smaller ones?","<multirotor><propellers><efficiency><long-range-drone>"
"What motors, battery and ESC to use for a drone of payload >50kg?","<brushless-motors><lipo-batteries><esc>"
"When I power up my flight controller and ESC's, I hear a series of beeps. What do all of the beeps mean?","<hardware><esc>"
"At what current should I charge a LiPo battery?","<lipo-batteries><battery-safety><charging>"
"DJI FPV Air Unit mistakenly declares ""slow card""","<first-person-view><troubleshooting><osd><dji-air-unit>"
"What does the TVL rating mean for FPV cameras?","<first-person-view><fpv-cameras>"
"How to mount XM+ receiver antennas?","<antenna><receiver><frsky-xm+>"
"How can I set up appropriate motor mixing for a frame of a custom layout?","<betaflight><esc>"
"Empty Cells on LiPo - Balance Charger or Battery Problem?","<lipo-batteries><charging>"
"Report a lost drone in the UK?","<united-kingdom><online-resources>"
"Spray painting a drone, what to look out for?","<under-250-grams><paint>"
"Why do drone propellers have blades with thin chords?","<multirotor><propellers><comparison>"
"How do laterally folding propellers affect multirotor flight?","<multirotor><propellers>"
"How to prevent a 5V supply from sagging to 4.6V when the FPV camera is on?","<electronics><fpv-cameras><camera>"
"How to determine the largest LiPo I can use in a quadcopter?","<lipo-batteries><quadcopters><performance><weight><battery-capacity>"
"Would I be able to program a smartphone app to control a smartphone-controlled drone?","<smartphone-app>"
"Is it a good practice to use a throttle limit of 90% for racing builds?","<quadcopters><racing><building><best-practice>"
"How does frame stiffness affect a quadcopter?","<multirotor><quadcopters><performance><drone-frame><material>"
"""Rogallo wing"" balsa rubber-band model plan - do you have one?","<fixed-wing><diy><rubber-band>"
"Tuning sharp turn prop wash","<betaflight><pid-tuning><blheli>"
"For custom multirotors, what is the most useful method of collecting flight data?","<multirotor><performance>"
"What is the purpose of adjusting the thrust angle for model aircraft?","<fixed-wing><thrust-angle>"
"Why does moving the centre of gravity forward increase stability of a plane?","<fixed-wing><center-of-gravity>"
"Analog Graupner MC-12 with R-700 receiver","<transmitter><receiver><analog-servo>"
"Modeling heat build-up in air-cooled outrunners","<motor>"
"Where can I find a computational fluid dynamics model of a full quadcopter or multirotor?","<multirotor><design>"
"How to identify and address multirotor motor overheating","<multirotor><motor><safety><temperature-rating>"
"How does the center of gravity affect a quadcopter?","<quadcopters><performance><center-of-gravity>"
"What should I look for when choosing a battery for my multicopter?","<multirotor><batteries>"
"Is it better to have a bottom heavy quadcopter or a top heavy quadcopter when it comes to a quadcopter stability?","<multirotor><batteries><design><drone-frame>"
"At what point does drone insurance become worth it?","<regulations>"
"Putting decorations onto a drone?","<multirotor><under-250-grams><decorations>"
"How to measure the RPM of a drone motor using Betaflight?","<betaflight><brushless-motors><esc>"
"Flying a UAV with a banner?","<hardware><design>"
"Is it possible to control an RC plane using reaction wheels?","<fixed-wing><aircraft>"
"How do ducted fans impact drone performance?","<multirotor><quadcopters><performance><thrust>"
"Disposing of a drone safely","<safety>"
"What mission planner should I be using for INav?","<multirotor><quadcopters><smartphone-app>"
"How hot is too hot for a VTX?","<video-transmitters><maintenance><temperature-rating>"
"At what voltage per cell should I store a LiPo?","<lipo-batteries><batteries><battery-safety><storage>"
"Datasheets for lift of a 27x12x2 inch propeller?","<propellers><thrust><spec-sheet>"
"Why do most drones have upward facing motors?","<multirotor><quadcopters><propellers><comparison><motor-mounting>"
"Determining the mAh of 4S battery for a 3 inch drone","<multirotor><lipo-batteries>"
"Is there an advantage to having more LiPo cells in a low-power drone?","<multirotor><lipo-batteries><batteries><performance><battery-cell>"
"Why are quadcopters inherently unstable?","<quadcopters><performance><stability>"
"How to measure the pitch of a propeller?","<propellers><propeller-pitch>"
"When flying FPV with a 5.8ghz video transmitter, is an Amateur Radio License (Ham license) required?","<first-person-view><regulations><video-transmitters>"
"How do thrust requirements change as a multirotor leaves ground effect?","<multirotor><aerodynamics><thrust><stability>"
"Does the sharpness of a propeller blade affect efficiency?","<multirotor><propellers><performance><efficiency>"
"How to reduce propeller tip losses?","<multirotor><propellers><performance><design><drag>"
"Can I replace the 433MHz modules on my homemade remote controller with an NRF24 transreciever?","<antenna><diy><multiprotocol-module>"
"Do propellers layered on top of each other have twice the thrust of one propeller?","<propellers><thrust>"
"Where to find model aircraft with moving parts?","<building>"
"Do flexible propellers affect multirotor efficiency?","<multirotor><propellers><efficiency>"
"Does flying a drone close to the ground affect signal quality?","<multirotor><first-person-view><video-transmitters><video-signal><interference>"
"Do propellers at different angles work the same? And do intersecting flows of air work the same?","<propellers><performance><thrust><thrust-angle>"
"Does frequently changing the amount of power to a bldc motor wear it out?","<brushless-motors>"
"Why is 900 MHz better for long range than 2.4 GHz?","<transmitter><long-range-drone><range><frsky-r9m><radio-frequency>"
"How useful is knowing the torque generated by a motor prop combination?","<hardware><motor><design><thrust><diy>"
"How to prevent an ESC from overheating?","<quadcopters><esc><weight>"
"Do aerodynamics scale for model aircraft?","<fixed-wing><aerodynamics><aircraft><flight-characteristics>"
"How to reset connection between drone and RC for MAVIC Air 2","<troubleshooting><dji-mavic-air-2>"
"How to clean dirt out of my miniquad motors?","<multirotor><quadcopters><brushless-motors><maintenance>"
"Does FPV transmitter antenna need to match the goggle receiver antenna?","<antenna><video-transmitters><video-signal>"
"Can boosting the Caddx vista to 1200mw cause damage to the unit?","<safety><fpv-goggles>"
"DIY wireless mesh network to extend drone's operational range","<flight-controller><video-signal><range>"
"DJI FPV Goggles Max Power option not available. Location: USA","<fpv-goggles><united-states>"
"Can the DJI fpv remote be used with a 2nd radio in a buddybox setup?","<buddy-box><dji-air-unit>"
"Do drones with inflight API access for control inputs exist?","<software><autonomous><control-input>"
"In what direction should I orient the dipole antenna on my 2.4 GHz RC transmitter?","<antenna><transmitter><signal-strength>"
"What LiPo C-rating is best for a small 65mm quad?","<lipo-batteries><batteries><under-250-grams><battery-discharge-rating>"
"Does motor KV requirement scale linearly with voltage?","<hardware><brushless-motors><motor>"
"How to build a buddy box cable for FlySky FS-i6X RC transmitters?","<hardware><buddy-box><flysky><fs-i6x>"
"How to pick parts for a quadcopter flying on Mars?","<quadcopters>"
"When evaluating the weight of a multirotor, is there a standard way that the components are grouped?","<hardware><design>"
"Serial Communication Not working in APM 2.8","<quadcopters><flight-controller><electronics><ardupilot>"
"Holy Stone HS110D Drone PCB Wiring - What does the circled wire in the picture do?","<wiring><repairs>"
"Grinding sound on FPV motor but no apparent damage","<brushless-motors><esc><troubleshooting><aircraft>"
"Why do LiPo batteries get puffy?","<lipo-batteries><batteries><battery-safety><maintenance>"
"Will LiPo batteries deteriorate outside with the temperature changes due to day-night cycle?","<lipo-batteries><battery-safety>"
"How can I run 2207 2450Kv motors on 4S with 7” props?","<hardware><brushless-motors><motor><performance>"
"Drone simulators for designing and flying aircraft?","<simulators>"
"Determing the frame's hole mount length, for the right mount size motors","<motor-mounting>"
"What do the numbers mean on a brushless DC motor?","<hardware><brushless-motors>"
"Quadcopter rotates too slow","<quadcopters><betaflight><blackbox>"
"Video is lost after crashing","<first-person-view><video-transmitters>"
"Control opentx transmitter from pc?","<opentx>"
"How to determine the lowest safe ESC current rating for a drone build?","<multirotor><hardware><quadcopters><esc><recommendations>"
"What does the full scale range in a IMU MPU9250 datasheet signify?","<sensor><imu>"
"How do I set up IRC Tramp for my HGLRC Forward VTX?","<betaflight><video-transmitters>"
"Motor output limiting","<betaflight><motor>"
"4 in 1 ESC and FC won't turn on when connected together","<flight-controller><esc>"
"Can I mount my RX and VTX antennae next to one another?","<antenna><video-transmitters><receiver>"
"Suitable ready-to-fly micro copter for a beginner","<quadcopters><ardupilot>"
"Using MPL3115A2 to get relative altitude of a drone","<sensor><altimeter>"
"FrSky receiver snap-on connection problem","<antenna><receiver><frsky><frsky-xm+>"
"How can I know the laws of a specific country regarding drones?","<regulations>"
"Recommendations for a BLDC motor and battery for a 28x20 propeller?","<brushless-motors><batteries><propellers><recommendations>"
"27+ inch racing propeller suggestions?","<propellers><recommendations>"
"How does having bent antenna impact reception?","<antenna><receiver><signal-strength><frsky-xm+>"
"Wired drone using very high voltage?","<multirotor><quadcopters>"
"Can Reinforcement Learning be used for UAV waypoint control?","<flight-controller><software><firmware><long-range-drone>"
"DJI Go Android App Flight Simulator","<smartphone-app><simulators><dji-phantom>"
"What can I do with a LiPo whose balance lead has been destroyed?","<hardware><batteries>"
"DJI Inspire 1 v2.0 Laptop Control","<dji-phantom>"
"What factors affect the noise level of propellers?","<propellers><building>"
"Cannot configure ESC: BLHeli-Configuator connects but with blank screen","<blheli>"
"How do you use the PID controller to compensate for a higher weight?","<quadcopters><pid-tuning>"
"DJI Mavic 2 Pro send still images to a laptop in real-time","<dji-mavic-2>"
"Image stutter in MAVIC Air 2 recordings","<troubleshooting><dji-mavic-air-2>"
"Stick commands does not register","<inav>"
"Taranis X9D Plus 2019: Switches SE,SF,SG,SH, and SI are not working/responding on Betaflight","<transmitter><receiver><taranis>"
"Can I use two 2s lipo batteries to power my FPV DJI goggles?","<lipo-batteries><battery-safety><fpv-goggles><dji>"
"What are the benefits to different types of frame arrangements?","<quadcopters><building><airframe>"
"Is there a method to wire a brushless motor to an ESC so it spins in the required direction first time?","<multirotor><hardware><brushless-motors><esc><building>"
"Could a drone collect a river sample?","<regulations><autonomous>"
"Can a receiver get damaged if you power it up without an antenna?","<troubleshooting><receiver><electronics>"
"First radio transmitter. Taranis X-Lite, X9 Lite or Jumper T8GS?","<first-person-view><transmitter><long-range-drone><control-input>"
"Seeking a cheap, programmable drone, for use in the UK","<recommendations><united-kingdom>"
"Unrecognised ESC motor connector","<esc><connectors>"
"Finding a ready-to-fly Taranis compatible, Eachine compatible, S4 compatible under 200€ drone","<quadcopters><recommendations><ready-to-fly>"
"Drone Controller, PID Is Enough, or ODE Modeling Required?","<flight-controller><diy><pid>"
"Is owning, but not flying, a drone in Germany illegal?","<regulations><germany>"
"Will this set up fry my components?","<multirotor><quadcopters><building><compatibility>"
"What is a good 3'' BNF that can be used indoors and outdoors?","<quadcopters><recommendations><under-250-grams>"
"How to control a gimbal remotely?","<video><camera><control-input><video-recording><gimbal>"
"FPV lag on visuo xs812","<first-person-view>"
"Is WiFi drone control protocol standardized?","<quadcopters><recommendations><software>"
"Motor size and Kv advice for ZD550?","<motor><recommendations><weight><zd550>"
"Finding the velocity and position for small distance from IMU sensors","<software><imu>"
"What are the steps to connect the Pixhawk to Auvidea J120 board using a telemetry cable?","<quadcopters><flight-controller><autonomous>"
"Can motors be ""too big"" for any reason?","<motor><software><firmware><fc-firmware><motor-size>"
"Is Naze32 capable of autopilot?","<flight-controller><barometer><autopilot>"
"Can ""toy"" drone FC firmware be tweaked?","<flight-controller><toy-grade-drone>"
"In what situations do puffy batteries pose a risk of ignition?","<lipo-batteries><batteries><battery-safety><safety>"
"F450 frame all legs are not stable","<quadcopters><drone-frame>"
